"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.item"	"Answer.target_property"	"Answer.target_frequency"	"Answer.target_position"	"Answer.familiarization_cond"	"Answer.participant_response_type_condition"	"Answer.participant_feature_count_condition"	"Answer.linguistic_framing_condition"	"Answer.target_filler_sequence_condition"	"Answer.question_type_condition"	"Answer.manip_check_target"	"Answer.manip_check_dist"	"Answer.name_check_correct"	"Answer.choice"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"	"Answer.money_allocated_to_target"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_foil"	"Answer.Likert_value_target"	"Answer.Likert_value_logical"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"	"Answer.scale_and_levels_condition"	"Answer.familiarization_present_in_study"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"21DPHIT3HVWAEDO6YSAQ81785MFCK5"	"A3RDRAJS05LPFQ"	"Approved"	"Sat Jan 25 09:13:31 PST 2014"	"Fri Jan 24 16:32:35 PST 2014"	"Fri Jan 24 16:33:31 PST 2014"	"Fri Jan 24 16:36:40 PST 2014"	""	""	""	""	"""pizza"""	"""mushrooms"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""What Bob meant regarding pizzas"""	""""""	"""28"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2OGZFYQS1CST5HLXNIJ4OC1K4QSNKX"	"A17LYKKC0HK62P"	"Approved"	"Sat Jan 25 09:13:54 PST 2014"	"Fri Jan 24 16:31:05 PST 2014"	"Fri Jan 24 16:33:54 PST 2014"	"Fri Jan 24 16:36:40 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""christmas trees"""	""""""	"""31"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2ZYAUC26DG67WU33R56K6COQ8WJ5CC"	"A14CUGHBDKYY8H"	"Approved"	"Sat Jan 25 09:14:10 PST 2014"	"Fri Jan 24 16:31:13 PST 2014"	"Fri Jan 24 16:34:10 PST 2014"	"Fri Jan 24 16:36:40 PST 2014"	""	""	""	""	"""snowman"""	"""mittens"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""guessing what someone meant by the usage of one word. i choose his use of the words mittens to mean that it is the one part he wants to add to his most completely decorate snowman"""	""""""	"""33"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2VHHIT3HVWAV3BC2JOH27725FMWLDH"	"A3GF6AKYQH9ERB"	"Approved"	"Sat Jan 25 09:16:08 PST 2014"	"Fri Jan 24 16:34:30 PST 2014"	"Fri Jan 24 16:36:08 PST 2014"	"Fri Jan 24 16:37:01 PST 2014"	""	""	""	""	"""snowman"""	"""hat"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""What is Bob Talking about when he said \""hat\"""""	""""""	"""34"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2IHJWKUDD8XMUWW354RBCUTUC6AMBD"	"AZLBLEDRP6UYM"	"Approved"	"Sat Jan 25 09:16:32 PST 2014"	"Fri Jan 24 16:36:06 PST 2014"	"Fri Jan 24 16:36:32 PST 2014"	"Fri Jan 24 16:37:02 PST 2014"	""	""	""	""	"""boat"""	"""motor"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Interpretation"""	""""""	"""24"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"26XXH0JPPSI23RKPHXG7BKLSC9PHNO"	"AOZUH34LIFNTA"	"Approved"	"Sat Jan 25 09:16:49 PST 2014"	"Fri Jan 24 16:35:39 PST 2014"	"Fri Jan 24 16:36:49 PST 2014"	"Fri Jan 24 16:37:28 PST 2014"	""	""	""	""	"""snowman"""	"""hat"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""What snowman Bob was talking about."""	""""""	"""36"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2WU5L8I9NZW60756KJVQ27TECMNKUO"	"A3D0FEHVRCSUT8"	"Approved"	"Sat Jan 25 09:16:57 PST 2014"	"Fri Jan 24 16:35:26 PST 2014"	"Fri Jan 24 16:36:57 PST 2014"	"Fri Jan 24 16:37:28 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Assigning one object to a description that fits more than one of the possible objects"""	""""""	"""25"""	"""F"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"23QMNCWYB49FSLYSD2S1PONYZINRNV"	"A1O5DP71I5MJ8P"	"Approved"	"Sat Jan 25 09:17:39 PST 2014"	"Fri Jan 24 16:36:14 PST 2014"	"Fri Jan 24 16:37:39 PST 2014"	"Fri Jan 24 20:34:26 PST 2014"	""	""	""	""	"""pizza"""	"""mushrooms"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""bob and his pizza"""	"""strange survey"""	"""56"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2BC274J79KQWPUEN0BLXLCDABAJGI9"	"A27WOB2FI4EFW8"	"Approved"	"Sat Jan 25 09:17:47 PST 2014"	"Fri Jan 24 16:36:52 PST 2014"	"Fri Jan 24 16:37:47 PST 2014"	"Fri Jan 24 20:34:27 PST 2014"	""	""	""	""	"""snowman"""	"""mittens"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""snowmen"""	""""""	"""43"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2QXR98D8J3VEQPYSPSPCM3MIQLHGWG"	"AHVBQLAKS76X2"	"Approved"	"Sat Jan 25 09:17:49 PST 2014"	"Fri Jan 24 16:37:11 PST 2014"	"Fri Jan 24 16:37:49 PST 2014"	"Fri Jan 24 20:34:27 PST 2014"	""	""	""	""	"""sundae"""	"""cherry"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""seeing how people would identify a word in terms of meaning based on given objects"""	"""Nope!"""	"""26"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2WYIAA2SEIUUDT6OMPBAAIIYE59OOZ"	"A3FYJQQRZL4KJ8"	"Approved"	"Sat Jan 25 09:18:51 PST 2014"	"Fri Jan 24 16:37:47 PST 2014"	"Fri Jan 24 16:38:51 PST 2014"	"Fri Jan 24 20:34:27 PST 2014"	""	""	""	""	"""snowman"""	"""hat"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""To determine how people interpret very vague descriptions."""	"""I have no additional comments."""	"""26"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2THPSI2KYEPLBID5GQD62J3UGUXSML"	"A3NHC5GH7ACBT6"	"Approved"	"Sat Jan 25 09:19:14 PST 2014"	"Fri Jan 24 16:38:36 PST 2014"	"Fri Jan 24 16:39:14 PST 2014"	"Fri Jan 24 20:34:27 PST 2014"	""	""	""	""	"""Christmas tree"""	"""ornaments"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Christmas trees"""	"""None"""	"""21"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2UO4ZMAZHHRR48W0KSEVXH1QN1GKB7"	"AJCIQBP80IN08"	"Approved"	"Sat Jan 25 09:20:19 PST 2014"	"Fri Jan 24 16:39:04 PST 2014"	"Fri Jan 24 16:40:19 PST 2014"	"Fri Jan 24 20:34:27 PST 2014"	""	""	""	""	"""sundae"""	"""cherry"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob talking about sundaes"""	"""no"""	"""31"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"25I8H88MQU6LOHHV8NSR3X4GOWNAT9"	"A3JLJXKUPJX3J2"	"Approved"	"Sat Jan 25 09:20:51 PST 2014"	"Fri Jan 24 16:39:59 PST 2014"	"Fri Jan 24 16:40:51 PST 2014"	"Fri Jan 24 20:34:28 PST 2014"	""	""	""	""	"""boat"""	"""motor"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""perception of boats"""	""""""	"""30"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2DN0FK0COK2JXUS7LPB9RRWCUCIJQK"	"A2455EWYEN7OGF"	"Approved"	"Sat Jan 25 09:21:37 PST 2014"	"Fri Jan 24 16:40:46 PST 2014"	"Fri Jan 24 16:41:37 PST 2014"	"Fri Jan 24 20:34:28 PST 2014"	""	""	""	""	"""boat"""	"""cabin"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""FALSE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""I think this survey is trying to see if we can understand what someone is saying from just one word."""	"""No"""	"""24"""	"""F"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2Z5OBDDP8PJW3NJD42DB9Q3F5DIF4U"	"AVV4KDLSDAS9E"	"Approved"	"Sat Jan 25 09:22:02 PST 2014"	"Fri Jan 24 16:39:06 PST 2014"	"Fri Jan 24 16:42:02 PST 2014"	"Fri Jan 24 20:34:28 PST 2014"	""	""	""	""	"""pizza"""	"""peppers"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""I'm not sure. Only one pizza had peppers so there was no uncertainty in the answer."""	""""""	"""50"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2IA9NZW6HEZ677AQSCK8C9G0SFAOYC"	"A39A2FDOGB03B6"	"Approved"	"Sat Jan 25 09:24:50 PST 2014"	"Fri Jan 24 16:43:34 PST 2014"	"Fri Jan 24 16:44:50 PST 2014"	"Fri Jan 24 20:34:28 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""eating habits"""	""""""	""""""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2BP3V0FK0COKLCK1ICGKQ9LX2JXHO6"	"A1RILPRCMP44EU"	"Approved"	"Sat Jan 25 09:24:52 PST 2014"	"Fri Jan 24 16:44:04 PST 2014"	"Fri Jan 24 16:44:52 PST 2014"	"Fri Jan 24 20:34:29 PST 2014"	""	""	""	""	"""Christmas tree"""	"""ornaments"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob liking to trim trees and what he means by 'ornaments'"""	""""""	"""22"""	"""f"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2GG33FDEY5COFTRGN4U8IRFRIJ4S1F"	"A1B79AW7Z2QNHI"	"Approved"	"Sat Jan 25 09:25:03 PST 2014"	"Fri Jan 24 16:44:10 PST 2014"	"Fri Jan 24 16:45:03 PST 2014"	"Fri Jan 24 20:34:29 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Descriptions"""	""""""	"""22"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2IBHSTLB3L0FUCFIKGAEPRE1KI1IUE"	"A28ZI400DTF4RS"	"Approved"	"Sat Jan 25 09:26:25 PST 2014"	"Fri Jan 24 16:45:23 PST 2014"	"Fri Jan 24 16:46:25 PST 2014"	"Fri Jan 24 20:34:29 PST 2014"	""	""	""	""	"""boat"""	"""sail"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Communication?"""	"""Interesting survey, thank you!"""	"""24"""	"""M"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2LW9F9SSSHX1KCUNOYWHBF8PA1YUYV"	"A2GPLEO45M3HK0"	"Approved"	"Sat Jan 25 09:26:40 PST 2014"	"Fri Jan 24 16:45:04 PST 2014"	"Fri Jan 24 16:46:40 PST 2014"	"Fri Jan 24 20:34:29 PST 2014"	""	""	""	""	"""snowman"""	"""hat"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Choosing a snowman by characteristics when only one word was used to describe."""	""""""	"""60"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"28L3DHJHP4BDWDM4UDIS39X9MGEW3Q"	"A1ZMG301GRUJ1H"	"Approved"	"Sat Jan 25 09:26:52 PST 2014"	"Fri Jan 24 16:46:12 PST 2014"	"Fri Jan 24 16:46:52 PST 2014"	"Fri Jan 24 20:34:29 PST 2014"	""	""	""	""	"""boat"""	"""sail"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob and his boats."""	""""""	"""22"""	"""f"""	"2"	"0"
