"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.item"	"Answer.target_property"	"Answer.target_frequency"	"Answer.target_position"	"Answer.familiarization_cond"	"Answer.participant_response_type_condition"	"Answer.participant_feature_count_condition"	"Answer.linguistic_framing_condition"	"Answer.target_filler_sequence_condition"	"Answer.question_type_condition"	"Answer.manip_check_target"	"Answer.manip_check_dist"	"Answer.name_check_correct"	"Answer.choice"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"	"Answer.money_allocated_to_target"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_foil"	"Answer.Likert_value_target"	"Answer.Likert_value_logical"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"	"Answer.scale_and_levels_condition"	"Answer.familiarization_present_in_study"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"214JK63ZVE3HATQUEFH9PL5X9S1ZA6"	"AY9BSHP7CPZ53"	"Approved"	"Sat Jan 25 09:01:33 PST 2014"	"Fri Jan 24 16:20:46 PST 2014"	"Fri Jan 24 16:21:33 PST 2014"	"Fri Jan 24 16:26:41 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""ice cream choices for bob"""	"""thank you"""	"""20"""	"""f"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"298KPEIB9BAW4LSXLVWV3UD9S6S0XK"	"A3GTIIFSMHAKRZ"	"Approved"	"Sat Jan 25 09:01:42 PST 2014"	"Fri Jan 24 16:19:41 PST 2014"	"Fri Jan 24 16:21:42 PST 2014"	"Fri Jan 24 16:26:41 PST 2014"	""	""	""	""	"""Christmas tree"""	"""star"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""I'm guessing it's a study on how we communicate. There were 3 trees and we had to guess which one was being talked about."""	""""""	"""32"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2LEJTUHYW2GT82XA3XWWS16F45PKPM"	"A1QRGVE005067Q"	"Approved"	"Sat Jan 25 09:02:07 PST 2014"	"Fri Jan 24 16:21:01 PST 2014"	"Fri Jan 24 16:22:07 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""logical decisions"""	"""Have a nice weekend."""	"""25"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2DPUYT3DHJHPN4JDGLVYERS3FA50T2"	"A3BX7MIZ81VOD0"	"Approved"	"Sat Jan 25 09:02:28 PST 2014"	"Fri Jan 24 16:21:34 PST 2014"	"Fri Jan 24 16:22:28 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""pizza"""	"""olives"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Cognition"""	"""Nope"""	"""23"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2MGK2JE1M7PK32RRSBFZGC0ARCXWPT"	"AOZMBH3OIDCG0"	"Approved"	"Sat Jan 25 09:02:42 PST 2014"	"Fri Jan 24 16:21:26 PST 2014"	"Fri Jan 24 16:22:42 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""What type of Christmas tree I thought Bob would want from one word."""	"""Fun HIT!"""	"""25"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"22CMT6YTWX4HMA8P7949FGICOWS1WV"	"A34MKE09CAG99Q"	"Approved"	"Sat Jan 25 09:02:47 PST 2014"	"Fri Jan 24 16:21:07 PST 2014"	"Fri Jan 24 16:22:47 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""sundae"""	"""cherry"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob preference for sundaes"""	""""""	"""28"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"25EEC1PC6SK9ACE5K49ZKHMGG2N0OF"	"A16TESTJICU76L"	"Approved"	"Sat Jan 25 09:03:04 PST 2014"	"Fri Jan 24 16:22:27 PST 2014"	"Fri Jan 24 16:23:04 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""Christmas tree"""	"""ornaments"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Christmas trees"""	""""""	"""24"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2ME6IAA2SEIUDN60KVBKG4IOYLTNNY"	"A2E8OHTDXNOHDT"	"Approved"	"Sat Jan 25 09:03:19 PST 2014"	"Fri Jan 24 16:21:46 PST 2014"	"Fri Jan 24 16:23:19 PST 2014"	"Fri Jan 24 16:26:42 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Interpret the meaning of a person's words"""	""""""	"""48"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2NRXR24SMEZZLFOKIS0UEP949LV1IP"	"A32N3QZSTYJU1G"	"Approved"	"Sat Jan 25 09:03:23 PST 2014"	"Fri Jan 24 16:22:30 PST 2014"	"Fri Jan 24 16:23:23 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""pizza"""	"""olives"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Pizza"""	""""""	"""19"""	"""M"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"28XCOW0LGRZ3R5XFHHXVTUZ2J428ZC"	"A123F7829DTAYZ"	"Approved"	"Sat Jan 25 09:03:42 PST 2014"	"Fri Jan 24 16:23:03 PST 2014"	"Fri Jan 24 16:23:42 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""pizza"""	"""mushrooms"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""mushrooms on pizza"""	""""""	"""22"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2MB011K274J7SDWW26ZNA6U3LPFCEH"	"A3HNEYFOIJWPH1"	"Approved"	"Sat Jan 25 09:04:43 PST 2014"	"Fri Jan 24 16:23:34 PST 2014"	"Fri Jan 24 16:24:43 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""snowman"""	"""mittens"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""foil"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Snowmen"""	"""Mittens! """	"""30"""	"""Male"""	"4"	"0"
