"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.linguistic_framing_condition"	"Answer.target_frequency"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.debugVariable"	"Answer.comment"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.about"	"Answer.manip_check_target"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2ESSPW1INMHGHJAJZS1BCBFR3ML4HB"	"A2QQKVIN9R45N6"	"Approved"	"Mon Nov 04 23:19:48 PST 2013"	"Mon Nov 04 06:38:22 PST 2013"	"Mon Nov 04 06:39:48 PST 2013"	"Mon Nov 04 06:52:27 PST 2013"	""	""	""	""	"""hat"""	"2"	"20"	"-1"	"1"	"0"	"0.667"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"80"	"""identifying bobs favorite friend"""	"""2"""	"""FALSE"""	"0"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"25H9746OQ1SN9JDQ2CR57QKHBYXN3H"	"A1EYU192VDBEKQ"	"Approved"	"Mon Nov 04 23:19:55 PST 2013"	"Mon Nov 04 06:36:31 PST 2013"	"Mon Nov 04 06:39:55 PST 2013"	"Mon Nov 04 06:52:27 PST 2013"	""	""	""	""	"""hat"""	"2"	"-1"	"-1"	"0"	"0"	"0.667"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"""No idea"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"25SFK0COK2JEKFDPGP0LXW6TNH9RKL"	"A3JI91CQIA5FWO"	"Approved"	"Mon Nov 04 23:20:49 PST 2013"	"Mon Nov 04 06:38:40 PST 2013"	"Mon Nov 04 06:40:49 PST 2013"	"Mon Nov 04 06:52:26 PST 2013"	""	""	""	""	"""mustache"""	"3"	"-1"	"""7"""	"2"	"0"	"0.89"	"1"	"0"	"""left"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""3"""	"0"	"""null"""	"-1"	"""deciding who his favorite friend is"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2BDY58B727M019LKDIS64FS03BTAVJ"	"A3NOO4TEB9GR7Q"	"Approved"	"Mon Nov 04 23:22:49 PST 2013"	"Mon Nov 04 06:40:05 PST 2013"	"Mon Nov 04 06:42:49 PST 2013"	"Mon Nov 04 06:52:27 PST 2013"	""	""	""	""	"""glasses"""	"3"	"-1"	"""7"""	"2"	"0"	"0.89"	"1"	"0"	"""left"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""3"""	"0"	"""null"""	"-1"	"""friends!"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2ZOZ9RNDWIOVKLDSJ84TMU18MKXUFR"	"A2806UPBR5FJJ2"	"Approved"	"Mon Nov 04 23:23:18 PST 2013"	"Mon Nov 04 06:42:35 PST 2013"	"Mon Nov 04 06:43:18 PST 2013"	"Mon Nov 04 06:52:26 PST 2013"	""	""	""	""	"""hat"""	"3"	"-1"	"-1"	"0"	"0"	"0.89"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"-1"	"""n/a"""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""unsure"""	"""2"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2Y91XERSQV66AEVHEYUH1WA08P4196"	"A29VL3MZE7YPBZ"	"Approved"	"Mon Nov 04 23:23:26 PST 2013"	"Mon Nov 04 06:42:20 PST 2013"	"Mon Nov 04 06:43:26 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""mustache"""	"3"	"-1"	"-1"	"0"	"0"	"0.89"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"-1"	"""Thanks!"""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""Probability"""	"""7"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"200H88MQU6L5741CE6IX34AN7M5BUQ"	"A3C4FJZQDK2SZX"	"Approved"	"Mon Nov 04 23:24:08 PST 2013"	"Mon Nov 04 06:42:53 PST 2013"	"Mon Nov 04 06:44:08 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""mustache"""	"0"	"-1"	"""2"""	"2"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""7"""	"0"	"""null"""	"-1"	"""No idea"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"26R9RNDWIOV1B0YNZIKG0133167GV2"	"AGE2P3KD6QTUU"	"Approved"	"Mon Nov 04 23:27:10 PST 2013"	"Mon Nov 04 06:45:53 PST 2013"	"Mon Nov 04 06:47:10 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""glasses"""	"1"	"-1"	"-1"	"0"	"0"	"0.44"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"""Bob's friend choices"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"28ENCWYB49F9BLYHT6SJUNSYTO4SOW"	"A5ELCCYR10PIA"	"Approved"	"Mon Nov 04 23:29:57 PST 2013"	"Mon Nov 04 06:48:35 PST 2013"	"Mon Nov 04 06:49:57 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""hat"""	"0"	"-1"	"-1"	"0"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"""language comprehension"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2AYUFBNFSVGU48991XN6TG1KGBNJ55"	"A1WQTCB8ACVVG9"	"Approved"	"Mon Nov 04 23:30:12 PST 2013"	"Mon Nov 04 06:48:51 PST 2013"	"Mon Nov 04 06:50:12 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""glasses"""	"0"	"-1"	"""1"""	"2"	"0"	"0.22"	"1"	"0"	"""right"""	"""FALSE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""7"""	"0"	"""null"""	"-1"	"""Finding a pattern in decisions"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2MHWZ9RNDWIOEUY7OSUDZGU6R5CTEI"	"AN3KR7C1SLYY3"	"Approved"	"Mon Nov 04 23:30:24 PST 2013"	"Mon Nov 04 06:49:11 PST 2013"	"Mon Nov 04 06:50:24 PST 2013"	"Mon Nov 04 07:28:41 PST 2013"	""	""	""	""	"""glasses"""	"0"	"-1"	"""3"""	"2"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""6"""	"0"	"""null"""	"-1"	"""Perceptions of statements"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2PC0COK2JE1MQIQK5QIWCOZF073TM7"	"A3LOF0Z5X97Y3H"	"Approved"	"Mon Nov 04 23:30:59 PST 2013"	"Mon Nov 04 06:49:58 PST 2013"	"Mon Nov 04 06:50:59 PST 2013"	"Mon Nov 04 07:28:42 PST 2013"	""	""	""	""	"""hat"""	"1"	"-1"	"""5"""	"2"	"0"	"0.44"	"1"	"0"	"""left"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""5"""	"0"	"""null"""	"-1"	"""Which friend is Bob's favorite"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2Y4CF0CP5KXPCBTIE2PGAPMCB66XWO"	"A2460MAJX0NA82"	"Approved"	"Mon Nov 04 23:32:49 PST 2013"	"Mon Nov 04 06:52:07 PST 2013"	"Mon Nov 04 06:52:49 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""mustache"""	"1"	"-1"	"-1"	"0"	"0"	"0.44"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"-1"	""""""	"""6"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"""Memory"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2P3NFSVGULF3SYYW2S71LS3SMVK8M1"	"AT7H2DQK5U6V2"	"Approved"	"Mon Nov 04 23:33:13 PST 2013"	"Mon Nov 04 06:51:57 PST 2013"	"Mon Nov 04 06:53:13 PST 2013"	"Mon Nov 04 07:28:52 PST 2013"	""	""	""	""	"""glasses"""	"1"	"-1"	"""5"""	"2"	"0"	"0.44"	"1"	"0"	"""right"""	"""FALSE"""	"""3"""	"-1"	""""""	"""1"""	"""friend"""	"""7"""	"0"	"""null"""	"-1"	"""Memory"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2LFVP3TVOK5UYCB1UCHEUZF3E01524"	"A2T5BWUEK583CS"	"Approved"	"Mon Nov 04 23:35:05 PST 2013"	"Mon Nov 04 06:51:37 PST 2013"	"Mon Nov 04 06:55:05 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""mustache"""	"2"	"-1"	"-1"	"0"	"0"	"0.667"	"1"	"0"	"""left"""	"""FALSE"""	"-1"	"-1"	"""Fun fun fun!! Can't tell what button to click for friends name seems to be 2 for each. """	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"""Determining perceptions of participants."""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"25I8H88MQU6LOHHV8NSR3X4F6RFTAQ"	"A1CUTEZJIWM0UU"	"Approved"	"Mon Nov 04 23:36:16 PST 2013"	"Mon Nov 04 06:52:55 PST 2013"	"Mon Nov 04 06:56:16 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""glasses"""	"2"	"-1"	"""3"""	"2"	"0"	"0.667"	"1"	"0"	"""right"""	"""TRUE"""	"""2"""	"-1"	""""""	"""6"""	"""friend"""	"""3"""	"0"	"""null"""	"-1"	"""to study people"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2Z4GJ2D21O3WOQN0FUGSO2K32XLD70"	"A194E79BDFEZIU"	"Approved"	"Mon Nov 04 23:36:20 PST 2013"	"Mon Nov 04 06:52:04 PST 2013"	"Mon Nov 04 06:56:20 PST 2013"	"Mon Nov 04 07:28:53 PST 2013"	""	""	""	""	"""mustache"""	"1"	"100"	"-1"	"1"	"0"	"0.44"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"-1"	"""No."""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"0"	"""How people make judgements about others with limited information. (Bob visiting friends)"""	"""2"""	"""FALSE"""	"0"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2LDYHVI44OS23E089S5ZYBAUTJ2Y4A"	"A2DQZ8V7PPNUZJ"	"Approved"	"Mon Nov 04 23:36:46 PST 2013"	"Mon Nov 04 06:54:47 PST 2013"	"Mon Nov 04 06:56:46 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""glasses"""	"2"	"-1"	"-1"	"0"	"0"	"0.667"	"1"	"0"	"""middle"""	"""FALSE"""	"-1"	"-1"	"""should do in in a separate window so i don't have to scroll on the amazon mech turk page"""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""meet friends """	"""2"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2CKEIUUU00OQ3DG4ENJ8Y2U7UG0TTB"	"A3BO4VTVCOUSVF"	"Approved"	"Mon Nov 04 23:36:57 PST 2013"	"Mon Nov 04 06:54:43 PST 2013"	"Mon Nov 04 06:56:57 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""mustache"""	"2"	"-1"	"-1"	"0"	"0"	"0.667"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"-1"	"""no"""	"""3"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""haven't got a clue"""	"""5"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"280E4BLYHVI4NHY2GQL8JNE4GJC0UZ"	"A207IHY6GERCFO"	"Approved"	"Mon Nov 04 23:37:17 PST 2013"	"Mon Nov 04 06:56:25 PST 2013"	"Mon Nov 04 06:57:17 PST 2013"	"Mon Nov 04 07:28:55 PST 2013"	""	""	""	""	"""hat"""	"3"	"-1"	"-1"	"0"	"0"	"0.89"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"-1"	"""no"""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""friends"""	"""2"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"28URCJK63ZVEMAX0GZ9AW9JQTZ58XM"	"A3HP9XOB1TMBIL"	"Approved"	"Mon Nov 04 23:37:25 PST 2013"	"Mon Nov 04 06:56:11 PST 2013"	"Mon Nov 04 06:57:25 PST 2013"	"Mon Nov 04 07:28:52 PST 2013"	""	""	""	""	"""glasses"""	"3"	"-1"	"""7"""	"2"	"0"	"0.89"	"1"	"0"	"""right"""	"""TRUE"""	"""1"""	"-1"	""""""	"""1"""	"""friend"""	"""4"""	"0"	"""null"""	"-1"	"""not sure"""	"""2"""	"""FALSE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"25GK5UFJ51Y797UZB3HS7CSYAWHB8G"	"A1AKMFN63ZSCL8"	"Approved"	"Mon Nov 04 23:37:33 PST 2013"	"Mon Nov 04 06:55:24 PST 2013"	"Mon Nov 04 06:57:33 PST 2013"	"Mon Nov 04 07:28:54 PST 2013"	""	""	""	""	"""glasses"""	"3"	"-1"	"-1"	"0"	"0"	"0.89"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""Visiting friends"""	"""2"""	"""TRUE"""	"-1"
"2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Nov 04 05:30:03 PST 2013"	"100"	"0"	"0"	"100"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 11 05:30:03 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2NAVQ8H88MQUPEBO703I7RXZVJGR88"	"24DF395SW6NGK8Y3J3EJHYF637TTF4"	"A25CAT0W9W97Z8"	"Approved"	"Mon Nov 04 23:37:52 PST 2013"	"Mon Nov 04 06:56:00 PST 2013"	"Mon Nov 04 06:57:52 PST 2013"	"Mon Nov 04 07:28:55 PST 2013"	""	""	""	""	"""hat"""	"3"	"-1"	"-1"	"0"	"0"	"0.89"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"""Who you think hes talking about"""	"""2"""	"""TRUE"""	"-1"
