cor,depth,alpha
0.917703839538448,5,4.3
0.917703839538448,5,4.4
0.917703839538448,5,4.5
0.917703839538448,5,4.6
0.917703839538448,5,4.7
0.917703839538448,5,4.8
0.917703839538448,5,4.9
0.917703839538448,5,5
0.917703839538448,5,2.4
0.917703839538393,5,2.3
0.917703839534889,5,2.2
0.917703839409006,5,2.1
0.917703836838471,5,2
0.9177038101077,5,1.9
0.917703770599438,5,1.8
0.913989334314503,5,0
